Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
124,Craig Raymond,C,23,PHI,27,,6.6,0.8,2.4,.344,,,,0.8,2.4,.344,.344,0.4,0.6,.647,,,2.5,0.3,,,,1.7,2.0,raymocr01
125,Willis Reed*,C,26,NYK,82,,37.9,8.6,16.5,.521,,,,8.6,16.5,.521,.521,4.0,5.3,.747,,,14.5,2.3,,,,3.8,21.1,reedwi01
126,Pat Riley*,SG,23,SDR,56,,18.3,3.6,8.9,.406,,,,3.6,8.9,.406,.406,1.6,2.4,.672,,,2.0,2.4,,,,2.6,8.8,rileypa01
127,Mike Riordan,SF,23,NYK,54,,7.4,0.9,2.7,.340,,,,0.9,2.7,.340,.340,0.5,0.8,.667,,,1.1,0.9,,,,1.7,2.3,riordmi01
128,Oscar Robertson*,PG,30,CIN,79,,43.8,8.3,17.1,.486,,,,8.3,17.1,.486,.486,8.1,9.7,.838,,,6.4,9.8,,,,2.9,24.7,roberos01
129,Flynn Robinson,PG,27,TOT,83,,31.5,7.5,17.4,.433,,,,7.5,17.4,.433,.433,5.0,5.9,.839,,,3.7,4.5,,,,3.1,20.0,robinfl01
129,Flynn Robinson,PG,27,CHI,18,,30.6,6.9,16.3,.423,,,,6.9,16.3,.423,.423,5.3,6.3,.833,,,3.8,3.2,,,,2.9,19.1,robinfl01
129,Flynn Robinson,PG,27,MIL,65,,31.8,7.7,17.7,.436,,,,7.7,17.7,.436,.436,4.9,5.8,.841,,,3.6,4.9,,,,3.2,20.3,robinfl01
130,Guy Rodgers*,PG,33,MIL,81,,26.6,4.0,10.6,.377,,,,4.0,10.6,.377,.377,2.3,2.9,.793,,,2.8,6.9,,,,2.6,10.3,rodgegu01
131,Bob Rule,C,24,SEA,82,,37.9,9.5,20.2,.469,,,,9.5,20.2,.469,.469,5.0,7.4,.682,,,11.5,1.7,,,,3.9,24.0,rulebo01
132,Bill Russell*,C,34,BOS,77,,42.7,3.6,8.4,.433,,,,3.6,8.4,.433,.433,2.6,5.0,.526,,,19.3,4.9,,,,3.0,9.9,russebi01
133,Cazzie Russell,SF,24,NYK,50,,32.9,7.2,16.1,.450,,,,7.2,16.1,.450,.450,3.8,4.8,.796,,,4.2,2.3,,,,2.8,18.3,russeca01
134,Tom Sanders*,SF,30,BOS,82,,26.6,4.4,10.3,.430,,,,4.4,10.3,.430,.430,2.3,3.1,.733,,,7.0,1.3,,,,3.6,11.2,sandeto01
135,Dale Schlueter,C,23,SFW,31,,18.0,2.2,5.1,.433,,,,2.2,5.1,.433,.433,1.5,2.6,.549,,,7.0,1.0,,,,2.6,5.8,schluda01
136,Ray Scott,PF,30,BAL,82,,26.4,4.7,11.3,.416,,,,4.7,11.3,.416,.416,2.4,3.1,.759,,,8.8,1.6,,,,2.6,11.8,scottra01
137,Larry Siegfried,PG,29,BOS,79,,32.4,5.0,13.1,.380,,,,5.0,13.1,.380,.380,4.3,4.9,.864,,,3.6,4.7,,,,2.8,14.2,siegfla01
138,Paul Silas,PF,25,ATL,79,,23.5,3.1,7.3,.419,,,,3.1,7.3,.419,.419,2.6,4.2,.613,,,9.4,1.8,,,,2.1,8.7,silaspa01
139,Doug Sims,F,25,CIN,4,,3.0,0.5,1.3,.400,,,,0.5,1.3,.400,.400,0.0,0.0,,,,1.0,0.0,,,,1.0,1.0,simsdo01
140,Jerry Sloan*,SG,26,CHI,78,,37.7,6.3,15.0,.417,,,,6.3,15.0,.417,.417,4.3,5.7,.745,,,7.9,3.5,,,,4.0,16.8,sloanje01
141,Adrian Smith,SG,32,CIN,73,,18.3,3.3,7.7,.432,,,,3.3,7.7,.432,.432,3.0,3.7,.807,,,1.4,1.7,,,,2.3,9.6,smithad01
142,Greg Smith,PF,22,MIL,79,,27.9,3.5,7.8,.450,,,,3.5,7.8,.450,.450,1.2,2.0,.587,,,10.2,1.7,,,,3.3,8.1,smithgr01
143,Dick Snyder,SF,24,PHO,81,,26.0,4.9,10.4,.472,,,,4.9,10.4,.472,.472,2.3,3.1,.725,,,4.0,2.6,,,,2.6,12.1,snydedi01
144,Rod Thorn*,SG,27,SEA,29,,19.6,4.5,9.8,.463,,,,4.5,9.8,.463,.463,2.4,3.3,.732,,,2.9,2.8,,,,2.0,11.5,thornro01
145,Nate Thurmond*,C,27,SFW,71,,45.2,8.0,19.6,.410,,,,8.0,19.6,.410,.410,5.4,8.7,.615,,,19.7,3.6,,,,2.4,21.5,thurmna01
146,John Trapp,SF,23,SDR,25,,5.7,1.2,3.2,.363,,,,1.2,3.2,.363,.363,0.8,1.2,.655,,,2.0,0.2,,,,1.5,3.1,trappjo01
147,John Tresvant,PF,29,TOT,77,,32.2,4.9,10.6,.463,,,,4.9,10.6,.463,.463,2.6,4.3,.612,,,8.9,2.2,,,,3.9,12.5,tresvjo01
147,John Tresvant,PF,29,CIN,51,,33.0,4.7,10.4,.450,,,,4.7,10.4,.450,.450,2.5,4.4,.583,,,8.2,2.0,,,,3.8,11.9,tresvjo01
147,John Tresvant,PF,29,SEA,26,,30.8,5.4,11.1,.488,,,,5.4,11.1,.488,.488,2.8,4.1,.673,,,10.3,2.4,,,,4.1,13.6,tresvjo01
148,Al Tucker,PF,25,TOT,84,,22.4,4.3,9.6,.446,,,,4.3,9.6,.446,.446,1.9,2.9,.648,,,5.2,0.9,,,,2.2,10.5,tuckeal01
148,Al Tucker,PF,25,SEA,56,,22.5,4.2,9.7,.432,,,,4.2,9.7,.432,.432,1.9,3.1,.637,,,5.7,1.0,,,,2.0,10.3,tuckeal01
148,Al Tucker,PF,25,CIN,28,,22.4,4.5,9.5,.475,,,,4.5,9.5,.475,.475,1.8,2.6,.671,,,4.4,0.7,,,,2.7,10.8,tuckeal01
149,Bill Turner,SF,24,SFW,79,,18.8,2.8,6.8,.415,,,,2.8,6.8,.415,.415,2.2,2.9,.761,,,4.8,0.8,,,,2.9,7.8,turnebi01
150,Wes Unseld*,C,22,BAL,82,,36.2,5.2,10.9,.476,,,,5.2,10.9,.476,.476,3.4,5.6,.605,,,18.2,2.6,,,,3.4,13.8,unselwe01
151,Dick Van Arsdale,SG,25,PHO,80,,42.4,7.7,17.3,.442,,,,7.7,17.3,.442,.442,5.7,8.1,.705,,,6.9,4.8,,,,3.1,21.0,vanardi01
152,Tom Van Arsdale,SG,25,CIN,77,,39.7,7.1,16.0,.444,,,,7.1,16.0,.444,.444,5.2,6.9,.747,,,4.6,2.7,,,,3.9,19.4,vanarto01
153,Chet Walker*,SF,28,PHI,82,,33.6,6.8,14.0,.484,,,,6.8,14.0,.484,.484,4.5,5.6,.804,,,7.8,1.8,,,,3.0,18.0,walkech01
154,Jimmy Walker,SG,24,DET,69,,23.8,4.5,9.7,.466,,,,4.5,9.7,.466,.466,2.6,3.3,.795,,,2.3,3.2,,,,2.5,11.7,walkeji01
155,Dwight Waller,F,23,ATL,11,,2.6,0.2,0.8,.222,,,,0.2,0.8,.222,.222,0.3,0.6,.429,,,0.9,0.1,,,,0.7,0.6,walledw01
156,Bob Warlick,SG,27,TOT,66,,15.1,3.2,7.7,.418,,,,3.2,7.7,.418,.418,1.3,2.2,.613,,,2.3,2.0,,,,1.8,7.8,warlibo01
156,Bob Warlick,SG,27,MIL,3,,7.3,0.3,2.7,.125,,,,0.3,2.7,.125,.125,1.3,1.7,.800,,,0.3,0.3,,,,1.0,2.0,warlibo01
156,Bob Warlick,SG,27,PHO,63,,15.5,3.4,8.0,.423,,,,3.4,8.0,.423,.423,1.3,2.2,.606,,,2.4,2.1,,,,1.9,8.0,warlibo01
157,Jim Washington,SF,25,CHI,80,,33.8,5.5,12.8,.430,,,,5.5,12.8,.430,.430,3.0,4.5,.677,,,10.6,1.3,,,,2.8,14.0,washiji01
158,Bob Weiss,PG,26,TOT,77,,19.2,2.5,6.5,.379,,,,2.5,6.5,.379,.379,1.7,2.1,.800,,,2.1,2.6,,,,2.3,6.6,weissbo01
158,Bob Weiss,PG,26,MIL,15,,16.1,2.4,7.6,.316,,,,2.4,7.6,.316,.316,1.8,2.3,.794,,,1.8,1.8,,,,1.6,6.6,weissbo01
158,Bob Weiss,PG,26,CHI,62,,19.9,2.5,6.2,.397,,,,2.5,6.2,.397,.397,1.6,2.0,.802,,,2.2,2.8,,,,2.4,6.6,weissbo01
159,Walt Wesley,C,24,CIN,82,,16.3,3.0,6.5,.459,,,,3.0,6.5,.459,.459,1.6,2.5,.647,,,4.9,0.6,,,,2.3,7.6,weslewa01
160,Jerry West*,SG,30,LAL,61,,39.2,8.9,19.0,.471,,,,8.9,19.0,.471,.471,8.0,9.8,.821,,,4.3,6.9,,,,2.6,25.9,westje01
161,Ken Wilburn,SF,24,CHI,4,,3.5,0.8,2.0,.375,,,,0.8,2.0,.375,.375,0.3,1.0,.250,,,0.8,0.3,,,,0.3,1.8,wilbuke01
162,Lenny Wilkens*,PG,31,SEA,82,,42.2,7.9,17.8,.440,,,,7.9,17.8,.440,.440,6.7,8.7,.770,,,6.2,8.2,,,,3.6,22.4,wilkele01
163,Art Williams,PG,29,SDR,79,,25.2,2.9,7.5,.383,,,,2.9,7.5,.383,.383,1.3,1.9,.705,,,4.6,6.6,,,,3.0,7.1,williar01
164,Cliff Williams,G,23,DET,3,,6.0,0.7,3.0,.222,,,,0.7,3.0,.222,.222,0.0,0.0,,,,1.0,0.7,,,,2.3,1.3,willicl01
165,Ron Williams,PG,24,SFW,75,,19.6,3.2,7.6,.420,,,,3.2,7.6,.420,.420,1.5,1.9,.768,,,2.4,3.3,,,,2.3,7.8,williro01
166,Sam Williams,SG,24,MIL,55,,11.4,1.4,4.1,.342,,,,1.4,4.1,.342,.342,1.3,2.4,.537,,,2.0,1.1,,,,1.9,4.1,willisa01
167,George Wilson,C,26,TOT,79,,23.4,3.4,8.4,.410,,,,3.4,8.4,.410,.410,1.9,3.0,.651,,,9.1,1.4,,,,2.9,8.8,wilsoge01
167,George Wilson,C,26,PHO,41,,31.6,4.7,11.7,.397,,,,4.7,11.7,.397,.397,2.3,3.7,.616,,,12.3,1.9,,,,3.5,11.6,wilsoge01
167,George Wilson,C,26,PHI,38,,14.5,2.1,4.8,.445,,,,2.1,4.8,.445,.445,1.6,2.2,.714,,,5.7,0.8,,,,2.3,5.8,wilsoge01
168,Tom Workman,F-C,24,BAL,21,,4.1,1.0,2.6,.407,,,,1.0,2.6,.407,.407,0.4,0.7,.600,,,1.3,0.1,,,,0.8,2.5,workmto01
